HF:Financing scheme,HC:Function,HP:Provider,LOCATION:Country,TIME:Year,MSR:Value
HFTOT:All financing schemes,HC4:Ancillary services (non-specified by function),HP1:Hospitals,ITA:Italy,2016,127.276
HFTOT:All financing schemes,HC4:Ancillary services (non-specified by function),HP1:Hospitals,ITA:Italy,2017,129.288
HFTOT:All financing schemes,HC4:Ancillary services (non-specified by function),HP1:Hospitals,ITA:Italy,2018,131.249
HFTOT:All financing schemes,HC4:Ancillary services (non-specified by function),HP1:Hospitals,ITA:Italy,2019,136.065
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP1:Hospitals,KOR:Korea,2010,52.686
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP1:Hospitals,KOR:Korea,2011,54.552
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP1:Hospitals,KOR:Korea,2012,55.441
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP1:Hospitals,KOR:Korea,2013,54.123
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP1:Hospitals,KOR:Korea,2014,53.687
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP1:Hospitals,KOR:Korea,2015,58.955
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP1:Hospitals,KOR:Korea,2016,61.821
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP1:Hospitals,KOR:Korea,2017,64.012
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP1:Hospitals,KOR:Korea,2018,72.465
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP1:Hospitals,KOR:Korea,2019,80.083
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP1:Hospitals,KOR:Korea,2020,81.585
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP1:Hospitals,KOR:Korea,2010,663.442
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP1:Hospitals,KOR:Korea,2011,696.119
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP1:Hospitals,KOR:Korea,2012,728.473
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP1:Hospitals,KOR:Korea,2013,754.795
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP1:Hospitals,KOR:Korea,2014,762.302
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP1:Hospitals,KOR:Korea,2015,867.474
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP1:Hospitals,KOR:Korea,2016,923.731
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP1:Hospitals,KOR:Korea,2017,954.852
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP1:Hospitals,KOR:Korea,2018,1049.06
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP1:Hospitals,KOR:Korea,2019,1146.166
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP1:Hospitals,KOR:Korea,2020,1169.643
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP5:Retailers and other providers of medical goods,LTU:Lithuania,2010,413.58
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP5:Retailers and other providers of medical goods,LTU:Lithuania,2011,432.321
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP5:Retailers and other providers of medical goods,LTU:Lithuania,2012,501.903
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP5:Retailers and other providers of medical goods,LTU:Lithuania,2013,518.448
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP5:Retailers and other providers of medical goods,LTU:Lithuania,2014,555.257
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP5:Retailers and other providers of medical goods,LTU:Lithuania,2015,576.958
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP5:Retailers and other providers of medical goods,LTU:Lithuania,2016,626.255
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP5:Retailers and other providers of medical goods,LTU:Lithuania,2017,647.951
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP5:Retailers and other providers of medical goods,LTU:Lithuania,2018,649.988
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP5:Retailers and other providers of medical goods,LTU:Lithuania,2019,746.2
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,LTU:Lithuania,2010,984.168
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,LTU:Lithuania,2011,1054.087
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,LTU:Lithuania,2012,1055.623
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,LTU:Lithuania,2013,1101.451
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,LTU:Lithuania,2014,1203.716
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,LTU:Lithuania,2015,1287.129
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,LTU:Lithuania,2016,1397.047
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,LTU:Lithuania,2017,1475.486
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,LTU:Lithuania,2018,1622.141
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,LTU:Lithuania,2019,1810.376
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HPTOT:All providers,LTU:Lithuania,2020,1952.087
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP3:Providers of ambulatory health care,LTU:Lithuania,2010,242.733
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP3:Providers of ambulatory health care,LTU:Lithuania,2011,279.713
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP3:Providers of ambulatory health care,LTU:Lithuania,2012,289.363
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP3:Providers of ambulatory health care,LTU:Lithuania,2013,341.835
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP3:Providers of ambulatory health care,LTU:Lithuania,2014,339.252
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP3:Providers of ambulatory health care,LTU:Lithuania,2015,372.172
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP3:Providers of ambulatory health care,LTU:Lithuania,2016,405.939
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP3:Providers of ambulatory health care,LTU:Lithuania,2017,451.395
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP3:Providers of ambulatory health care,LTU:Lithuania,2018,516.623
HFTOT:All financing schemes,HC1HC2:Curative and rehabilitative care,HP3:Providers of ambulatory health care,LTU:Lithuania,2019,635.634
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,ITA:Italy,2012,18.601
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,ITA:Italy,2013,17.824
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,ITA:Italy,2014,17.234
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,ITA:Italy,2015,19.51
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,ITA:Italy,2016,25.535
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,ITA:Italy,2017,29.483
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,ITA:Italy,2018,29.449
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP7:Providers of health care system administration and financing,ITA:Italy,2019,31.651
HFTOT:All financing schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,KOR:Korea,2010,30.029
HFTOT:All financing schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,KOR:Korea,2011,28.285
HFTOT:All financing schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,KOR:Korea,2012,29.393
HFTOT:All financing schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,KOR:Korea,2013,29.775
HFTOT:All financing schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,KOR:Korea,2014,29.389
HFTOT:All financing schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,KOR:Korea,2015,34.783
HFTOT:All financing schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,KOR:Korea,2016,38.267
HFTOT:All financing schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,KOR:Korea,2017,41.821
HFTOT:All financing schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,KOR:Korea,2018,48
HFTOT:All financing schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,KOR:Korea,2019,54.525
HFTOT:All financing schemes,HC4:Ancillary services (non-specified by function),HPTOT:All providers,KOR:Korea,2020,53.326
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,ITA:Italy,2012,67.901
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,ITA:Italy,2013,69.62
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,ITA:Italy,2014,69.631
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,ITA:Italy,2015,70.685
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,ITA:Italy,2016,75.476
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,ITA:Italy,2017,78.769
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,ITA:Italy,2018,82.618
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP2:Residential long-term care facilities,ITA:Italy,2019,86.223
HFTOT:All financing schemes,HC6:Preventive care,HP6:Providers of preventive care,KOR:Korea,2010,18.391
HFTOT:All financing schemes,HC6:Preventive care,HP6:Providers of preventive care,KOR:Korea,2011,19.122
HFTOT:All financing schemes,HC6:Preventive care,HP6:Providers of preventive care,KOR:Korea,2012,21.764
HFTOT:All financing schemes,HC6:Preventive care,HP6:Providers of preventive care,KOR:Korea,2013,25.2
HFTOT:All financing schemes,HC6:Preventive care,HP6:Providers of preventive care,KOR:Korea,2014,27.053
HFTOT:All financing schemes,HC6:Preventive care,HP6:Providers of preventive care,KOR:Korea,2015,34.912
HFTOT:All financing schemes,HC6:Preventive care,HP6:Providers of preventive care,KOR:Korea,2016,35.915
HFTOT:All financing schemes,HC6:Preventive care,HP6:Providers of preventive care,KOR:Korea,2017,45.54
HFTOT:All financing schemes,HC6:Preventive care,HP6:Providers of preventive care,KOR:Korea,2018,43.062
HFTOT:All financing schemes,HC6:Preventive care,HP6:Providers of preventive care,KOR:Korea,2019,48.31
HFTOT:All financing schemes,HC6:Preventive care,HP6:Providers of preventive care,KOR:Korea,2020,55.438
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP1:Hospitals,ITA:Italy,2012,1337.247
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP1:Hospitals,ITA:Italy,2013,1311.23
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP1:Hospitals,ITA:Italy,2014,1302.308
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP1:Hospitals,ITA:Italy,2015,1316.683
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP1:Hospitals,ITA:Italy,2016,1406.036
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP1:Hospitals,ITA:Italy,2017,1422.419
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP1:Hospitals,ITA:Italy,2018,1467.728
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP1:Hospitals,ITA:Italy,2019,1523.519
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HPTOT:All providers,KOR:Korea,2010,75.341
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HPTOT:All providers,KOR:Korea,2011,73.888
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HPTOT:All providers,KOR:Korea,2012,76.884
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HPTOT:All providers,KOR:Korea,2013,73.581
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HPTOT:All providers,KOR:Korea,2014,82.037
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HPTOT:All providers,KOR:Korea,2015,85.922
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HPTOT:All providers,KOR:Korea,2016,88.793
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HPTOT:All providers,KOR:Korea,2017,93.575
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HPTOT:All providers,KOR:Korea,2018,102.997
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HPTOT:All providers,KOR:Korea,2019,118.987
HFTOT:All financing schemes,HC7:Governance and health system and financing administration,HPTOT:All providers,KOR:Korea,2020,130.039
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP5:Retailers and other providers of medical goods,ITA:Italy,2012,520.668
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP5:Retailers and other providers of medical goods,ITA:Italy,2013,518.106
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP5:Retailers and other providers of medical goods,ITA:Italy,2014,505.621
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP5:Retailers and other providers of medical goods,ITA:Italy,2015,513.105
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP5:Retailers and other providers of medical goods,ITA:Italy,2016,531.011
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP5:Retailers and other providers of medical goods,ITA:Italy,2017,547.689
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP5:Retailers and other providers of medical goods,ITA:Italy,2018,583.273
HFTOT:All financing schemes,HCTOT:Current expenditure on health (all functions),HP5:Retailers and other providers of medical goods,ITA:Italy,2019,609.092
HFTOT:All financing schemes,HC6:Preventive care,HP1:Hospitals,KOR:Korea,2010,16.91
HFTOT:All financing schemes,HC6:Preventive care,HP1:Hospitals,KOR:Korea,2011,18.822
HFTOT:All financing schemes,HC6:Preventive care,HP1:Hospitals,KOR:Korea,2012,22.799
HFTOT:All financing schemes,HC6:Preventive care,HP1:Hospitals,KOR:Korea,2013,22.769
HFTOT:All financing schemes,HC6:Preventive care,HP1:Hospitals,KOR:Korea,2014,22.047
HFTOT:All financing schemes,HC6:Preventive care,HP1:Hospitals,KOR:Korea,2015,24.143
HFTOT:All financing schemes,HC6:Preventive care,HP1:Hospitals,KOR:Korea,2016,25.579
HFTOT:All financing schemes,HC6:Preventive care,HP1:Hospitals,KOR:Korea,2017,26.597
HFTOT:All financing schemes,HC6:Preventive care,HP1:Hospitals,KOR:Korea,2018,27.235
HFTOT:All financing schemes,HC6:Preventive care,HP1:Hospitals,KOR:Korea,2019,28.348
HFTOT:All financing schemes,HC6:Preventive care,HP1:Hospitals,KOR:Korea,2020,27.47
HF1:Government/compulsory schemes,HC6:Preventive care,HPTOT:All providers,KOR:Korea,2010,53.045
HF1:Government/compulsory schemes,HC6:Preventive care,HPTOT:All providers,KOR:Korea,2011,53.496
HF1:Government/compulsory schemes,HC6:Preventive care,HPTOT:All providers,KOR:Korea,2012,58.41
HF1:Government/compulsory schemes,HC6:Preventive care,HPTOT:All providers,KOR:Korea,2013,61.998
HF1:Government/compulsory schemes,HC6:Preventive care,HPTOT:All providers,KOR:Korea,2014,64.963
HF1:Government/compulsory schemes,HC6:Preventive care,HPTOT:All providers,KOR:Korea,2015,82.001
HF1:Government/compulsory schemes,HC6:Preventive care,HPTOT:All providers,KOR:Korea,2016,80.897
HF1:Government/compulsory schemes,HC6:Preventive care,HPTOT:All providers,KOR:Korea,2017,92.491
HF1:Government/compulsory schemes,HC6:Preventive care,HPTOT:All providers,KOR:Korea,2018,90.224
HF1:Government/compulsory schemes,HC6:Preventive care,HPTOT:All providers,KOR:Korea,2019,99.826
HF1:Government/compulsory schemes,HC6:Preventive care,HPTOT:All providers,KOR:Korea,2020,109.938
HFTOT:All financing schemes,HC3:Long-term care (health),HP1:Hospitals,ITA:Italy,2012,15.802
HFTOT:All financing schemes,HC3:Long-term care (health),HP1:Hospitals,ITA:Italy,2013,15.287
HFTOT:All financing schemes,HC3:Long-term care (health),HP1:Hospitals,ITA:Italy,2014,11.321
HFTOT:All financing schemes,HC3:Long-term care (health),HP1:Hospitals,ITA:Italy,2015,10.829
HFTOT:All financing schemes,HC3:Long-term care (health),HP1:Hospitals,ITA:Italy,2016,13.21
HFTOT:All financing schemes,HC3:Long-term care (health),HP1:Hospitals,ITA:Italy,2017,14.405
HFTOT:All financing schemes,HC3:Long-term care (health),HP1:Hospitals,ITA:Italy,2018,15.469
HFTOT:All financing schemes,HC3:Long-term care (health),HP1:Hospitals,ITA:Italy,2019,16.049
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP3:Providers of ambulatory health care,ITA:Italy,2012,23.014
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP3:Providers of ambulatory health care,ITA:Italy,2013,26.554
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP3:Providers of ambulatory health care,ITA:Italy,2014,29.965
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP3:Providers of ambulatory health care,ITA:Italy,2015,32.656
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP3:Providers of ambulatory health care,ITA:Italy,2016,35.116
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP3:Providers of ambulatory health care,ITA:Italy,2017,40.191
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP3:Providers of ambulatory health care,ITA:Italy,2018,44.941
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP3:Providers of ambulatory health care,ITA:Italy,2019,46.641
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,ITA:Italy,2010,582.377
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,ITA:Italy,2011,574.551
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,ITA:Italy,2012,596.341
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,ITA:Italy,2013,605.4
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,ITA:Italy,2014,602.482
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,ITA:Italy,2015,639.474
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,ITA:Italy,2016,673.113
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,ITA:Italy,2017,690.711
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,ITA:Italy,2018,732.993
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,ITA:Italy,2019,764.478
HF1:Government/compulsory schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,KOR:Korea,2010,269.426
HF1:Government/compulsory schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,KOR:Korea,2011,276.123
HF1:Government/compulsory schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,KOR:Korea,2012,278.86
HF1:Government/compulsory schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,KOR:Korea,2013,270.478
HF1:Government/compulsory schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,KOR:Korea,2014,271.756
HF1:Government/compulsory schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,KOR:Korea,2015,291.075
HF1:Government/compulsory schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,KOR:Korea,2016,314.688
HF1:Government/compulsory schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,KOR:Korea,2017,325.895
HF1:Government/compulsory schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,KOR:Korea,2018,356.488
HF1:Government/compulsory schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,KOR:Korea,2019,386.539
HF1:Government/compulsory schemes,HC5:Medical goods (non-specified by function),HPTOT:All providers,KOR:Korea,2020,388.261
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP3:Providers of ambulatory health care,LTU:Lithuania,2010,181.336
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP3:Providers of ambulatory health care,LTU:Lithuania,2011,201.407
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP3:Providers of ambulatory health care,LTU:Lithuania,2012,191.17
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP3:Providers of ambulatory health care,LTU:Lithuania,2013,215.31
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP3:Providers of ambulatory health care,LTU:Lithuania,2014,227.369
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP3:Providers of ambulatory health care,LTU:Lithuania,2015,235.839
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP3:Providers of ambulatory health care,LTU:Lithuania,2016,243.432
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP3:Providers of ambulatory health care,LTU:Lithuania,2017,284.895
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP3:Providers of ambulatory health care,LTU:Lithuania,2018,325.09
HF1:Government/compulsory schemes,HCTOT:Current expenditure on health (all functions),HP3:Providers of ambulatory health care,LTU:Lithuania,2019,383.222
HFTOT:All financing schemes,HC6:Preventive care,HP7:Providers of health care system administration and financing,KOR:Korea,2010,9.896
HFTOT:All financing schemes,HC6:Preventive care,HP7:Providers of health care system administration and financing,KOR:Korea,2011,6.763
HFTOT:All financing schemes,HC6:Preventive care,HP7:Providers of health care system administration and financing,KOR:Korea,2012,6.053
HFTOT:All financing schemes,HC6:Preventive care,HP7:Providers of health care system administration and financing,KOR:Korea,2013,5.936
HFTOT:All financing schemes,HC6:Preventive care,HP7:Providers of health care system administration and financing,KOR:Korea,2014,5.577
HFTOT:All financing schemes,HC6:Preventive care,HP7:Providers of health care system administration and financing,KOR:Korea,2015,11.152
HFTOT:All financing schemes,HC6:Preventive care,HP7:Providers of health care system administration and financing,KOR:Korea,2016,6.954
HFTOT:All financing schemes,HC6:Preventive care,HP7:Providers of health care system administration and financing,KOR:Korea,2017,7.118
HFTOT:All financing schemes,HC6:Preventive care,HP7:Providers of health care system administration and financing,KOR:Korea,2018,5.4
HFTOT:All financing schemes,HC6:Preventive care,HP7:Providers of health care system administration and financing,KOR:Korea,2019,6.564
HFTOT:All financing schemes,HC6:Preventive care,HP7:Providers of health care system administration and financing,KOR:Korea,2020,10.065
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP5:Retailers and other providers of medical goods,ITA:Italy,2012,520.668
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP5:Retailers and other providers of medical goods,ITA:Italy,2013,518.106
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP5:Retailers and other providers of medical goods,ITA:Italy,2014,505.621
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP5:Retailers and other providers of medical goods,ITA:Italy,2015,513.105
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP5:Retailers and other providers of medical goods,ITA:Italy,2016,531.011
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP5:Retailers and other providers of medical goods,ITA:Italy,2017,547.689
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP5:Retailers and other providers of medical goods,ITA:Italy,2018,583.273
HFTOT:All financing schemes,HC5:Medical goods (non-specified by function),HP5:Retailers and other providers of medical goods,ITA:Italy,2019,609.092
HFTOT:All financing schemes,HC6:Preventive care,HP3:Providers of ambulatory health care,ITA:Italy,2012,28.482
HFTOT:All financing schemes,HC6:Preventive care,HP3:Providers of ambulatory health care,ITA:Italy,2013,28.725
HFTOT:All financing schemes,HC6:Preventive care,HP3:Providers of ambulatory health care,ITA:Italy,2014,30.807
HFTOT:All financing schemes,HC6:Preventive care,HP3:Providers of ambulatory health care,ITA:Italy,2015,29.917
HFTOT:All financing schemes,HC6:Preventive care,HP3:Providers of ambulatory health care,ITA:Italy,2016,32.35
HFTOT:All financing schemes,HC6:Preventive care,HP3:Providers of ambulatory health care,ITA:Italy,2017,34.21
HFTOT:All financing schemes,HC6:Preventive care,HP3:Providers of ambulatory health care,ITA:Italy,2018,35.82
HFTOT:All financing schemes,HC6:Preventive care,HP3:Providers of ambulatory health care,ITA:Italy,2019,37.181
HF1:Government/compulsory schemes,HC6:Preventive care,HPTOT:All providers,ITA:Italy,2010,88.836
HF1:Government/compulsory schemes,HC6:Preventive care,HPTOT:All providers,ITA:Italy,2011,85.496
HF1:Government/compulsory schemes,HC6:Preventive care,HPTOT:All providers,ITA:Italy,2012,114.231
HF1:Government/compulsory schemes,HC6:Preventive care,HPTOT:All providers,ITA:Italy,2013,114.643
HF1:Government/compulsory schemes,HC6:Preventive care,HPTOT:All providers,ITA:Italy,2014,116.01
HF1:Government/compulsory schemes,HC6:Preventive care,HPTOT:All providers,ITA:Italy,2015,114.529
HF1:Government/compulsory schemes,HC6:Preventive care,HPTOT:All providers,ITA:Italy,2016,122.165
HF1:Government/compulsory schemes,HC6:Preventive care,HPTOT:All providers,ITA:Italy,2017,131.215
HF1:Government/compulsory schemes,HC6:Preventive care,HPTOT:All providers,ITA:Italy,2018,142.753
HF1:Government/compulsory schemes,HC6:Preventive care,HPTOT:All providers,ITA:Italy,2019,152.797
HFTOT:All financing schemes,HC3:Long-term care (health),HP2:Residential long-term care facilities,ITA:Italy,2012,174.489
HFTOT:All financing schemes,HC3:Long-term care (health),HP2:Residential long-term care facilities,ITA:Italy,2013,178.737
HFTOT:All financing schemes,HC3:Long-term care (health),HP2:Residential long-term care facilities,ITA:Italy,2014,180.675
HFTOT:All financing schemes,HC3:Long-term care (health),HP2:Residential long-term care facilities,ITA:Italy,2015,181.654
HFTOT:All financing schemes,HC3:Long-term care (health),HP2:Residential long-term care facilities,ITA:Italy,2016,195.34
HFTOT:All financing schemes,HC3:Long-term care (health),HP2:Residential long-term care facilities,ITA:Italy,2017,202.076
HFTOT:All financing schemes,HC3:Long-term care (health),HP2:Residential long-term care facilities,ITA:Italy,2018,211.666
HFTOT:All financing schemes,HC3:Long-term care (health),HP2:Residential long-term care facilities,ITA:Italy,2019,220.147
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP4:Providers of ancillary services,LTU:Lithuania,2010,4.338
HF2HF3:Voluntary schemes/household out-of-pocket payments,HCTOT:Current expenditure on health (all functions),HP4:Providers of ancillary services,LTU:Lithuania,2011,4.263
